filename,test,success,fail,percentage
data/GH-44000.xml,1 - Pipeline/identification projects,0,24,0.0
data/GH-44000.xml,1 - Economic classification,0,23,0.0
data/GH-44000.xml,1 - Functional/administrative classification,0,23,0.0
data/GH-44000.xml,2 - Results,0,24,0.0
data/GH-44000.xml,2 - Evaluations,6,0,100.0
data/GH-44000.xml,3 - Fwd budgets,0,16,0.0
data/GH-44000.xml,3 - Conditionality,20,4,83.33333333333334
data/GH-44000.xml,4 - Disbursement channel,0,24,0.0
data/GH-44000.xml,4 - Type of implementing org,0,24,0.0
data/GH-44000.xml,5 - Sector,24,0,100.0
data/GH-44000.xml,5 - Sub-national location,13,11,54.166666666666664
data/GH-US.xml,1 - Pipeline/identification projects,0,1450,0.0
data/GH-US.xml,1 - Economic classification,0,1450,0.0
data/GH-US.xml,1 - Functional/administrative classification,0,1450,0.0
data/GH-US.xml,2 - Results,0,1450,0.0
data/GH-US.xml,2 - Evaluations,0,1450,0.0
data/GH-US.xml,3 - Fwd budgets,0,633,0.0
data/GH-US.xml,3 - Conditionality,0,1450,0.0
data/GH-US.xml,4 - Disbursement channel,1423,27,98.13793103448276
data/GH-US.xml,4 - Type of implementing org,0,1450,0.0
data/GH-US.xml,5 - Sector,0,1450,0.0
data/GH-US.xml,5 - Sub-national location,1431,19,98.6896551724138
data/GH-46002.xml,1 - Pipeline/identification projects,0,94,0.0
data/GH-46002.xml,1 - Economic classification,0,85,0.0
data/GH-46002.xml,1 - Functional/administrative classification,0,85,0.0
data/GH-46002.xml,2 - Results,0,94,0.0
data/GH-46002.xml,2 - Evaluations,2,76,2.564102564102564
data/GH-46002.xml,3 - Fwd budgets,0,13,0.0
data/GH-46002.xml,3 - Conditionality,86,8,91.48936170212765
data/GH-46002.xml,4 - Disbursement channel,0,94,0.0
data/GH-46002.xml,4 - Type of implementing org,32,62,34.04255319148936
data/GH-46002.xml,5 - Sector,94,0,100.0
data/GH-46002.xml,5 - Sub-national location,21,73,22.340425531914892
data/GH-DE-1.xml,1 - Pipeline/identification projects,11,66,14.285714285714285
data/GH-DE-1.xml,1 - Economic classification,0,65,0.0
data/GH-DE-1.xml,1 - Functional/administrative classification,0,65,0.0
data/GH-DE-1.xml,2 - Results,0,66,0.0
data/GH-DE-1.xml,2 - Evaluations,0,8,0.0
data/GH-DE-1.xml,3 - Fwd budgets,0,66,0.0
data/GH-DE-1.xml,3 - Conditionality,0,66,0.0
data/GH-DE-1.xml,4 - Disbursement channel,0,66,0.0
data/GH-DE-1.xml,4 - Type of implementing org,0,66,0.0
data/GH-DE-1.xml,5 - Sector,77,0,100.0
data/GH-DE-1.xml,5 - Sub-national location,0,66,0.0
data/GH-GB-1.xml,1 - Pipeline/identification projects,6,219,2.666666666666667
data/GH-GB-1.xml,1 - Economic classification,151,58,72.24880382775119
data/GH-GB-1.xml,1 - Functional/administrative classification,149,60,71.29186602870813
data/GH-GB-1.xml,2 - Results,0,219,0.0
data/GH-GB-1.xml,2 - Evaluations,7,120,5.511811023622047
data/GH-GB-1.xml,3 - Fwd budgets,44,31,58.666666666666664
data/GH-GB-1.xml,3 - Conditionality,58,161,26.48401826484018
data/GH-GB-1.xml,4 - Disbursement channel,0,219,0.0
data/GH-GB-1.xml,4 - Type of implementing org,0,219,0.0
data/GH-GB-1.xml,5 - Sector,164,61,72.88888888888889
data/GH-GB-1.xml,5 - Sub-national location,18,201,8.21917808219178
data/GH-DK-1.xml,1 - Pipeline/identification projects,0,590,0.0
data/GH-DK-1.xml,1 - Economic classification,0,587,0.0
data/GH-DK-1.xml,1 - Functional/administrative classification,0,587,0.0
data/GH-DK-1.xml,2 - Results,11,579,1.864406779661017
data/GH-DK-1.xml,2 - Evaluations,0,590,0.0
data/GH-DK-1.xml,3 - Fwd budgets,0,23,0.0
data/GH-DK-1.xml,3 - Conditionality,0,590,0.0
data/GH-DK-1.xml,4 - Disbursement channel,110,480,18.64406779661017
data/GH-DK-1.xml,4 - Type of implementing org,111,479,18.8135593220339
data/GH-DK-1.xml,5 - Sector,573,17,97.11864406779661
data/GH-DK-1.xml,5 - Sub-national location,0,590,0.0
data/GH-EU.xml,1 - Pipeline/identification projects,6,127,4.511278195488721
data/GH-EU.xml,1 - Economic classification,0,124,0.0
data/GH-EU.xml,1 - Functional/administrative classification,0,124,0.0
data/GH-EU.xml,2 - Results,0,127,0.0
data/GH-EU.xml,2 - Evaluations,0,35,0.0
data/GH-EU.xml,3 - Fwd budgets,43,5,89.58333333333334
data/GH-EU.xml,3 - Conditionality,0,127,0.0
data/GH-EU.xml,4 - Disbursement channel,0,127,0.0
data/GH-EU.xml,4 - Type of implementing org,0,127,0.0
data/GH-EU.xml,5 - Sector,133,0,100.0
data/GH-EU.xml,5 - Sub-national location,75,52,59.055118110236215
data/GH-NL-1.xml,1 - Pipeline/identification projects,0,68,0.0
data/GH-NL-1.xml,1 - Economic classification,0,65,0.0
data/GH-NL-1.xml,1 - Functional/administrative classification,0,65,0.0
data/GH-NL-1.xml,2 - Results,0,68,0.0
data/GH-NL-1.xml,2 - Evaluations,0,51,0.0
data/GH-NL-1.xml,3 - Fwd budgets,16,0,100.0
data/GH-NL-1.xml,3 - Conditionality,0,68,0.0
data/GH-NL-1.xml,4 - Disbursement channel,0,68,0.0
data/GH-NL-1.xml,4 - Type of implementing org,68,0,100.0
data/GH-NL-1.xml,5 - Sector,68,0,100.0
data/GH-NL-1.xml,5 - Sub-national location,3,65,4.411764705882353
data/GH-XM-DAC-701-8.xml,1 - Pipeline/identification projects,0,201,0.0
data/GH-XM-DAC-701-8.xml,1 - Economic classification,0,199,0.0
data/GH-XM-DAC-701-8.xml,1 - Functional/administrative classification,0,199,0.0
data/GH-XM-DAC-701-8.xml,2 - Results,0,201,0.0
data/GH-XM-DAC-701-8.xml,2 - Evaluations,0,9,0.0
data/GH-XM-DAC-701-8.xml,3 - Fwd budgets,0,193,0.0
data/GH-XM-DAC-701-8.xml,3 - Conditionality,0,201,0.0
