filename,test,success,fail,percentage
data/MW-XM-DAC-21-1.xml,1 - Pipeline/identification projects,0,22,0.0
data/MW-XM-DAC-21-1.xml,1 - Economic classification,0,22,0.0
data/MW-XM-DAC-21-1.xml,1 - Functional/administrative classification,0,22,0.0
data/MW-XM-DAC-21-1.xml,2 - Results,0,22,0.0
data/MW-XM-DAC-21-1.xml,2 - Evaluations,0,0,0.0
data/MW-XM-DAC-21-1.xml,3 - Fwd budgets,0,0,0.0
data/MW-XM-DAC-21-1.xml,3 - Conditionality,0,22,0.0
data/MW-XM-DAC-21-1.xml,4 - Disbursement channel,0,22,0.0
data/MW-XM-DAC-21-1.xml,4 - Type of implementing org,0,22,0.0
data/MW-XM-DAC-21-1.xml,5 - Sector,22,0,100.0
data/MW-XM-DAC-21-1.xml,5 - Sub-national location,0,22,0.0
data/MW-FI-3.xml,1 - Pipeline/identification projects,0,31,0.0
data/MW-FI-3.xml,1 - Economic classification,0,31,0.0
data/MW-FI-3.xml,1 - Functional/administrative classification,0,31,0.0
data/MW-FI-3.xml,2 - Results,0,31,0.0
data/MW-FI-3.xml,2 - Evaluations,0,17,0.0
data/MW-FI-3.xml,3 - Fwd budgets,0,1,0.0
data/MW-FI-3.xml,3 - Conditionality,0,31,0.0
data/MW-FI-3.xml,4 - Disbursement channel,17,14,54.83870967741935
data/MW-FI-3.xml,4 - Type of implementing org,0,31,0.0
data/MW-FI-3.xml,5 - Sector,31,0,100.0
data/MW-FI-3.xml,5 - Sub-national location,0,31,0.0
data/MW-GB-1.xml,1 - Pipeline/identification projects,5,314,1.5673981191222568
data/MW-GB-1.xml,1 - Economic classification,229,75,75.32894736842105
data/MW-GB-1.xml,1 - Functional/administrative classification,202,102,66.44736842105263
data/MW-GB-1.xml,2 - Results,0,314,0.0
data/MW-GB-1.xml,2 - Evaluations,3,184,1.6042780748663104
data/MW-GB-1.xml,3 - Fwd budgets,70,29,70.70707070707071
data/MW-GB-1.xml,3 - Conditionality,75,239,23.88535031847134
data/MW-GB-1.xml,4 - Disbursement channel,0,314,0.0
data/MW-GB-1.xml,4 - Type of implementing org,0,314,0.0
data/MW-GB-1.xml,5 - Sector,242,77,75.86206896551724
data/MW-GB-1.xml,5 - Sub-national location,7,307,2.229299363057325
data/MW-XM-DAC-701-8.xml,1 - Pipeline/identification projects,0,190,0.0
data/MW-XM-DAC-701-8.xml,1 - Economic classification,0,190,0.0
data/MW-XM-DAC-701-8.xml,1 - Functional/administrative classification,0,190,0.0
data/MW-XM-DAC-701-8.xml,2 - Results,0,190,0.0
data/MW-XM-DAC-701-8.xml,2 - Evaluations,0,3,0.0
data/MW-XM-DAC-701-8.xml,3 - Fwd budgets,0,184,0.0
data/MW-XM-DAC-701-8.xml,3 - Conditionality,0,190,0.0
data/MW-XM-DAC-701-8.xml,4 - Disbursement channel,0,190,0.0
data/MW-XM-DAC-701-8.xml,4 - Type of implementing org,0,190,0.0
data/MW-XM-DAC-701-8.xml,5 - Sector,190,0,100.0
data/MW-XM-DAC-701-8.xml,5 - Sub-national location,0,190,0.0
data/MW-CA-3.xml,1 - Pipeline/identification projects,0,70,0.0
data/MW-CA-3.xml,1 - Economic classification,0,70,0.0
data/MW-CA-3.xml,1 - Functional/administrative classification,0,70,0.0
data/MW-CA-3.xml,2 - Results,47,23,67.14285714285714
data/MW-CA-3.xml,2 - Evaluations,0,43,0.0
data/MW-CA-3.xml,3 - Fwd budgets,12,2,85.71428571428571
data/MW-CA-3.xml,3 - Conditionality,70,0,100.0
data/MW-CA-3.xml,4 - Disbursement channel,0,70,0.0
data/MW-CA-3.xml,4 - Type of implementing org,70,0,100.0
data/MW-CA-3.xml,5 - Sector,70,0,100.0
data/MW-CA-3.xml,5 - Sub-national location,3,67,4.285714285714286
data/MW-DE-1.xml,1 - Pipeline/identification projects,1,29,3.3333333333333335
data/MW-DE-1.xml,1 - Economic classification,0,29,0.0
data/MW-DE-1.xml,1 - Functional/administrative classification,0,29,0.0
data/MW-DE-1.xml,2 - Results,0,29,0.0
data/MW-DE-1.xml,2 - Evaluations,0,0,0.0
data/MW-DE-1.xml,3 - Fwd budgets,0,29,0.0
data/MW-DE-1.xml,3 - Conditionality,1,28,3.4482758620689653
data/MW-DE-1.xml,4 - Disbursement channel,0,29,0.0
data/MW-DE-1.xml,4 - Type of implementing org,0,29,0.0
data/MW-DE-1.xml,5 - Sector,30,0,100.0
data/MW-DE-1.xml,5 - Sub-national location,0,29,0.0
data/MW-ES-5.xml,1 - Pipeline/identification projects,0,32,0.0
data/MW-ES-5.xml,1 - Economic classification,0,32,0.0
data/MW-ES-5.xml,1 - Functional/administrative classification,0,32,0.0
data/MW-ES-5.xml,2 - Results,0,32,0.0
data/MW-ES-5.xml,2 - Evaluations,0,32,0.0
data/MW-ES-5.xml,3 - Fwd budgets,0,0,0.0
data/MW-ES-5.xml,3 - Conditionality,0,32,0.0
